YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),ENERGY SHARE
2006,WY,Total Electric Power Industry,Wind,759061,0.0167283022375733
2007,AK,Total Electric Power Industry,Coal,641409,0.0940290555086891
2007,AK,Total Electric Power Industry,Gas,3867539,0.566972149304141
2007,AK,Total Electric Power Industry,Hydroelectric,1291223,0.189290264310442
2007,AK,Total Electric Power Industry,Nuclear,0,0
2007,AK,Total Electric Power Industry,Oil,1009990,0.148062165908525
2007,AK,Total Electric Power Industry,Other,10218,0.00149793484217993
2007,AK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,AK,Total Electric Power Industry,Total,6821392,1.00000007329883
2007,AK,Total Electric Power Industry,Wind,1012,0.000148356827195742
2007,AL,Total Electric Power Industry,Coal,77993760,0.54228432143321
2007,AL,Total Electric Power Industry,Gas,23410144,0.162768842708619
2007,AL,Total Electric Power Industry,Hydroelectric,4136114,0.0287580669769018
2007,AL,Total Electric Power Industry,Nuclear,34325127,0.238659838983321
2007,AL,Total Electric Power Industry,Oil,156922,0.00109106600692084
2007,AL,Total Electric Power Industry,Other,3800620,0.0264254042595906
2007,AL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,AL,Total Electric Power Industry,Total,143826271,1.00001245963144
2007,AL,Total Electric Power Industry,Wind,0,0
2007,AR,Total Electric Power Industry,Coal,25744180,0.471612998881622
2007,AR,Total Electric Power Industry,Gas,8364251,0.153226457300586
2007,AR,Total Electric Power Industry,Hydroelectric,3266357,0.0598370746393156
2007,AR,Total Electric Power Industry,Nuclear,15486102,0.283693130066939
2007,AR,Total Electric Power Industry,Oil,94153,0.00172480842985488
2007,AR,Total Electric Power Industry,Other,1623744,0.0297457047478708
2007,AR,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,AR,Total Electric Power Industry,Total,54596236,1.00015982593381
2007,AR,Total Electric Power Industry,Wind,0,0
2007,AZ,Total Electric Power Industry,Coal,41275362,0.364169830361564
2007,AZ,Total Electric Power Industry,Gas,38469221,0.33941143110293
2007,AZ,Total Electric Power Industry,Hydroelectric,6723082,0.0593173145627865
2007,AZ,Total Electric Power Industry,Nuclear,26782391,0.236299291261142
2007,AZ,Total Electric Power Industry,Oil,49276,0.000434758938295839
2007,AZ,Total Electric Power Industry,Other,32990,0.000291068621121433
2007,AZ,Total Electric Power Industry,Solar Thermal and Photovoltaic,8649,7.6309563627744E-05
2007,AZ,Total Electric Power Industry,Total,113340970,0.999999995588533
2007,AZ,Total Electric Power Industry,Wind,0,0
2007,CA,Total Electric Power Industry,Coal,2298306,0.0109112243352549
2007,CA,Total Electric Power Industry,Gas,117518576,0.557920288375742
2007,CA,Total Electric Power Industry,Hydroelectric,27637530,0.131209373295957
2007,CA,Total Electric Power Industry,Nuclear,35792490,0.16992510479778
2007,CA,Total Electric Power Industry,Oil,2333974,0.0110805584228785
2007,CA,Total Electric Power Industry,Other,18703355,0.0887943129535018
2007,CA,Total Electric Power Industry,Solar Thermal and Photovoltaic,556969,0.00264421435038788
2007,CA,Total Electric Power Industry,Total,210847581,1.00100041371202
2007,CA,Total Electric Power Industry,Wind,5584933,0.0265145097564763
2007,CO,Total Electric Power Industry,Coal,35935739,0.66687341451485
2007,CO,Total Electric Power Industry,Gas,15015812,0.278654233885466
2007,CO,Total Electric Power Industry,Hydroelectric,1561472,0.028976840139821
2007,CO,Total Electric Power Industry,Nuclear,0,0
2007,CO,Total Electric Power Industry,Oil,28450,0.000527957659168981
2007,CO,Total Electric Power Industry,Other,31105,0.000577227521562431
2007,CO,Total Electric Power Industry,Solar Thermal and Photovoltaic,2208,4.09747104198633E-05
2007,CO,Total Electric Power Industry,Total,53907492,1.00038218938456
2007,CO,Total Electric Power Industry,Wind,1291516,0.0239671621841577
2007,CT,Total Electric Power Industry,Coal,3738723,0.113956214345849
2007,CT,Total Electric Power Industry,Gas,9931755,0.302719725855716
2007,CT,Total Electric Power Industry,Hydroelectric,347906,0.0106041690460104
2007,CT,Total Electric Power Industry,Nuclear,16386142,0.499449333382955
2007,CT,Total Electric Power Industry,Oil,1311259,0.0399671523316715
2007,CT,Total Electric Power Industry,Other,729840,0.0222455109614097
2007,CT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,CT,Total Electric Power Industry,Total,33171209,1.01105789407639
2007,CT,Total Electric Power Industry,Wind,0,0
2007,DC,Total Electric Power Industry,Coal,0,0
2007,DC,Total Electric Power Industry,Gas,0,0
2007,DC,Total Electric Power Industry,Hydroelectric,0,0
2007,DC,Total Electric Power Industry,Nuclear,0,0
2007,DC,Total Electric Power Industry,Oil,75251,1
2007,DC,Total Electric Power Industry,Other,0,0
2007,DC,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,DC,Total Electric Power Industry,Total,75251,1
2007,DC,Total Electric Power Industry,Wind,0,0
2007,DE,Total Electric Power Industry,Coal,5621822,0.658743218286316
2007,DE,Total Electric Power Industry,Gas,2623089,0.307363358304734
2007,DE,Total Electric Power Industry,Hydroelectric,0,0
2007,DE,Total Electric Power Industry,Nuclear,0,0
2007,DE,Total Electric Power Industry,Oil,241136,0.0282553778267418
2007,DE,Total Electric Power Industry,Other,48116,0.00563804558220882
2007,DE,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,DE,Total Electric Power Industry,Total,8534163,1
2007,DE,Total Electric Power Industry,Wind,0,0
2007,FL,Total Electric Power Industry,Coal,67908115,0.303434902254553
2007,FL,Total Electric Power Industry,Gas,100322345,0.448271917855805
2007,FL,Total Electric Power Industry,Hydroelectric,154446,0.000690113499890355
2007,FL,Total Electric Power Industry,Nuclear,29289289,0.130873792400516
2007,FL,Total Electric Power Industry,Oil,20202867,0.0902727895393171
2007,FL,Total Electric Power Industry,Other,4302817,0.0192263451255307
2007,FL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,FL,Total Electric Power Industry,Total,225416060,1.00723013932439
2007,FL,Total Electric Power Industry,Wind,0,0
2007,GA,Total Electric Power Industry,Coal,90297529,0.62232351524846
2007,GA,Total Electric Power Industry,Gas,16078944,0.110814825858226
2007,GA,Total Electric Power Industry,Hydroelectric,1914539,0.0131948532119885
2007,GA,Total Electric Power Industry,Nuclear,32544998,0.224297583592947
2007,GA,Total Electric Power Industry,Oil,788227,0.00543239890267371
2007,GA,Total Electric Power Industry,Other,3415421,0.0235388146975031
2007,GA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,GA,Total Electric Power Industry,Total,145155158,1.0003980084882
2007,GA,Total Electric Power Industry,Wind,0,0
2007,HI,Total Electric Power Industry,Coal,1578931,0.137793181112486
2007,HI,Total Electric Power Industry,Gas,45226,0.00394686937490826
2007,HI,Total Electric Power Industry,Hydroelectric,92343,0.00805876616740709
2007,HI,Total Electric Power Industry,Nuclear,0,0
2007,HI,Total Electric Power Industry,Oil,8914207,0.777942126429329
2007,HI,Total Electric Power Industry,Other,515163,0.0449582334892731
2007,HI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,HI,Total Electric Power Industry,Total,11533350,1.00651452494358
2007,HI,Total Electric Power Industry,Wind,238184,0.0207862984830219
2007,IA,Total Electric Power Industry,Coal,37985566,0.763018440305077
2007,IA,Total Electric Power Industry,Gas,3090879,0.0620866798128456
2007,IA,Total Electric Power Industry,Hydroelectric,962346,0.0193307042984124
2007,IA,Total Electric Power Industry,Nuclear,4518875,0.0907709247884737
2007,IA,Total Electric Power Industry,Oil,311915,0.00626545611582457
2007,IA,Total Electric Power Industry,Other,151100,0.00303515515156723
2007,IA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,IA,Total Electric Power Industry,Total,49789217,1.00011911628093
2007,IA,Total Electric Power Industry,Wind,2756676,0.055373523246868
2007,ID,Total Electric Power Industry,Coal,83564,0.00729829883801814
2007,ID,Total Electric Power Industry,Gas,1657255,0.144741063625482
2007,ID,Total Electric Power Industry,Hydroelectric,9021690,0.787934872001818
2007,ID,Total Electric Power Industry,Nuclear,0,0
2007,ID,Total Electric Power Industry,Oil,134,1.17032698805039E-05
2007,ID,Total Electric Power Industry,Other,480582,0.041972991385913
2007,ID,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,ID,Total Electric Power Industry,Total,11484091,1.00299564406915
2007,ID,Total Electric Power Industry,Wind,172267,0.0150454268097371
2007,IL,Total Electric Power Industry,Coal,95264914,0.47572945148537
2007,IL,Total Electric Power Industry,Gas,7675798,0.0383310394029485
2007,IL,Total Electric Power Industry,Hydroelectric,153727,0.000767674669695198
2007,IL,Total Electric Power Industry,Nuclear,95728845,0.478046208315246
2007,IL,Total Electric Power Industry,Oil,131667,0.000657512478190283
2007,IL,Total Electric Power Industry,Other,620325,0.00309774983886158
2007,IL,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,IL,Total Electric Power Industry,Total,200260681,1.00005237947537
2007,IL,Total Electric Power Industry,Wind,664427,0.00331798433431714
2007,IN,Total Electric Power Industry,Coal,122802897,0.941396058800388
2007,IN,Total Electric Power Industry,Gas,6603230,0.0506197724093796
2007,IN,Total Electric Power Industry,Hydroelectric,449936,0.00344916925789146
2007,IN,Total Electric Power Industry,Nuclear,0,0
2007,IN,Total Electric Power Industry,Oil,169977,0.00130302852616509
2007,IN,Total Electric Power Industry,Other,231247,0.00177271888308476
2007,IN,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,IN,Total Electric Power Industry,Total,130637999,1.00145925212309
2007,IN,Total Electric Power Industry,Wind,0,0
2007,KS,Total Electric Power Industry,Coal,36250263,0.723237724859462
2007,KS,Total Electric Power Industry,Gas,2132609,0.0425481956137756
2007,KS,Total Electric Power Industry,Hydroelectric,10501,0.000209507979259329
2007,KS,Total Electric Power Industry,Nuclear,10369136,0.206877128847268
2007,KS,Total Electric Power Industry,Oil,207149,0.00413287957295407
2007,KS,Total Electric Power Industry,Other,0,0
2007,KS,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,KS,Total Electric Power Industry,Total,50122196,1
2007,KS,Total Electric Power Industry,Wind,1152538,0.022994563127282
2007,KY,Total Electric Power Industry,Coal,90483059,0.930728247756709
2007,KY,Total Electric Power Industry,Gas,1801082,0.0185263176604822
2007,KY,Total Electric Power Industry,Hydroelectric,1668587,0.0171634455322695
2007,KY,Total Electric Power Industry,Nuclear,0,0
2007,KY,Total Electric Power Industry,Oil,2791299,0.028711903155651
2007,KY,Total Electric Power Industry,Other,465623,0.00478949853922624
2007,KY,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,KY,Total Electric Power Industry,Total,97225319,1.00008058735566
2007,KY,Total Electric Power Industry,Wind,0,0
2007,LA,Total Electric Power Industry,Coal,23051183,0.249890522672271
2007,LA,Total Electric Power Industry,Gas,45726012,0.495701111669563
2007,LA,Total Electric Power Industry,Hydroelectric,826642,0.00896136226252906
2007,LA,Total Electric Power Industry,Nuclear,17077572,0.185132511118988
2007,LA,Total Electric Power Industry,Oil,2250633,0.0243983945081457
2007,LA,Total Electric Power Industry,Other,2979883,0.0323039611620894
2007,LA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,LA,Total Electric Power Industry,Total,92578329,1.00361213660641
2007,LA,Total Electric Power Industry,Wind,0,0
2007,MA,Total Electric Power Industry,Coal,12024347,0.257469866065681
2007,MA,Total Electric Power Industry,Gas,24925043,0.533704448390532
2007,MA,Total Electric Power Industry,Hydroelectric,-33065,-0.000708000286540446
2007,MA,Total Electric Power Industry,Nuclear,5119789,0.109626858582387
2007,MA,Total Electric Power Industry,Oil,3051604,0.0653420990899129
2007,MA,Total Electric Power Industry,Other,1240224,0.0265561453916328
2007,MA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MA,Total Electric Power Industry,Total,47075975,1.0080085827664
2007,MA,Total Electric Power Industry,Wind,0,0
2007,MD,Total Electric Power Industry,Coal,29699186,0.593335222401971
2007,MD,Total Electric Power Industry,Gas,2618487,0.0523125639369938
2007,MD,Total Electric Power Industry,Hydroelectric,1652216,0.0330082429806694
2007,MD,Total Electric Power Industry,Nuclear,14353192,0.286750430382105
2007,MD,Total Electric Power Industry,Oil,984831,0.0196751156888056
2007,MD,Total Electric Power Industry,Other,603461,0.0120560431065658
2007,MD,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MD,Total Electric Power Industry,Total,50197924,1.00286238150289
2007,MD,Total Electric Power Industry,Wind,0,0
2007,ME,Total Electric Power Industry,Coal,375577,0.0235159919633747
2007,ME,Total Electric Power Industry,Gas,6674594,0.41791616329751
2007,ME,Total Electric Power Industry,Hydroelectric,3738168,0.234057806110982
2007,ME,Total Electric Power Industry,Nuclear,0,0
2007,ME,Total Electric Power Industry,Oil,818377,0.0512410157038654
2007,ME,Total Electric Power Industry,Other,4107909,0.257208388773206
2007,ME,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,ME,Total Electric Power Industry,Total,16128567,1.00985750446047
2007,ME,Total Electric Power Industry,Wind,99071,0.00620312969059205
2007,MI,Total Electric Power Industry,Coal,70810599,0.594255776382058
2007,MI,Total Electric Power Industry,Gas,13423398,0.112651663915106
2007,MI,Total Electric Power Industry,Hydroelectric,140748,0.00118118351200817
2007,MI,Total Electric Power Industry,Nuclear,31516953,0.264496157901614
2007,MI,Total Electric Power Industry,Oil,698525,0.00586215230572018
2007,MI,Total Electric Power Industry,Other,2414024,0.0202589404211215
2007,MI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MI,Total Electric Power Industry,Total,119309936,1.00127127363763
2007,MI,Total Electric Power Industry,Wind,2723,2.28519247392378E-05
2007,MN,Total Electric Power Industry,Coal,32190373,0.592658653495326
2007,MN,Total Electric Power Industry,Gas,3868321,0.0712198617626361
2007,MN,Total Electric Power Industry,Hydroelectric,653822,0.012037551293538
2007,MN,Total Electric Power Industry,Nuclear,13103000,0.241240023430274
2007,MN,Total Electric Power Industry,Oil,404599,0.00744909350834659
2007,MN,Total Electric Power Industry,Other,1293826,0.0238206986609706
2007,MN,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MN,Total Electric Power Industry,Total,54477646,1.00299081107122
2007,MN,Total Electric Power Industry,Wind,2638812,0.0485833067776912
2007,MO,Total Electric Power Industry,Coal,75084154,0.823880715782815
2007,MO,Total Electric Power Industry,Gas,4982779,0.0546748589470367
2007,MO,Total Electric Power Industry,Hydroelectric,1587799,0.0174225439982881
2007,MO,Total Electric Power Industry,Nuclear,9371955,0.102836252156272
2007,MO,Total Electric Power Industry,Oil,60401,0.00066276592946626
2007,MO,Total Electric Power Industry,Other,29309,0.000321600745463264
2007,MO,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MO,Total Electric Power Industry,Total,91153081,1.00020126244066
2007,MO,Total Electric Power Industry,Wind,0,0
2007,MS,Total Electric Power Industry,Coal,17407325,0.347868108110441
2007,MS,Total Electric Power Industry,Gas,21377498,0.427208073922601
2007,MS,Total Electric Power Industry,Hydroelectric,0,0
2007,MS,Total Electric Power Industry,Nuclear,9358784,0.187026006827256
2007,MS,Total Electric Power Industry,Oil,399370,0.00798101295495241
2007,MS,Total Electric Power Industry,Other,1493365,0.029843416910315
2007,MS,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MS,Total Electric Power Industry,Total,50043686,1.00007338127443
2007,MS,Total Electric Power Industry,Wind,0,0
2007,MT,Total Electric Power Industry,Coal,18356775,0.634491095317979
2007,MT,Total Electric Power Industry,Gas,124985,0.00432003276982573
2007,MT,Total Electric Power Industry,Hydroelectric,9364336,0.32367274783101
2007,MT,Total Electric Power Industry,Nuclear,0,0
2007,MT,Total Electric Power Industry,Oil,478677,0.0165451880318588
2007,MT,Total Electric Power Industry,Other,110945,0.00383474845500112
2007,MT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,MT,Total Electric Power Industry,Total,28931493,0.999999982717795
2007,MT,Total Electric Power Industry,Wind,495776,0.0171362048765301
2007,NC,Total Electric Power Industry,Coal,79983038,0.615517508934111
2007,NC,Total Electric Power Industry,Gas,4456643,0.0342965441943909
2007,NC,Total Electric Power Industry,Hydroelectric,3121155,0.0240191620452982
2007,NC,Total Electric Power Industry,Nuclear,40044705,0.308168052676386
2007,NC,Total Electric Power Industry,Oil,495689,0.00381462452684081
2007,NC,Total Electric Power Industry,Other,1672219,0.0128687294082564
2007,NC,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,NC,Total Electric Power Industry,Total,130115301,1.00131537821472
2007,NC,Total Electric Power Industry,Wind,0,0
2007,ND,Total Electric Power Industry,Coal,29163553,0.934022205017654
2007,ND,Total Electric Power Industry,Gas,69089,0.00221271599254263
2007,ND,Total Electric Power Industry,Hydroelectric,1305393,0.0418078705387718
2007,ND,Total Electric Power Industry,Nuclear,0,0
2007,ND,Total Electric Power Industry,Oil,50818,0.00162754999072257
2007,ND,Total Electric Power Industry,Other,13507,0.000432589195259352
2007,ND,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,ND,Total Electric Power Industry,Total,31224105,1.00001558115374
2007,ND,Total Electric Power Industry,Wind,620772,0.0198814881113155
2007,NE,Total Electric Power Industry,Coal,19629911,0.605064063952633
2007,NE,Total Electric Power Industry,Gas,1110020,0.0342147864179671
2007,NE,Total Electric Power Industry,Hydroelectric,347444,0.010709466723306
2007,NE,Total Electric Power Industry,Nuclear,11041532,0.340339506591907
2007,NE,Total Electric Power Industry,Oil,35767,0.00110246686168846
2007,NE,Total Electric Power Industry,Other,61259,0.00188822147454843
2007,NE,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,NE,Total Electric Power Industry,Total,32442699,1.00000001541179
2007,NE,Total Electric Power Industry,Wind,216765,0.00668147256616154
2007,NH,Total Electric Power Industry,Coal,3927415,0.168936403068485
2007,NH,Total Electric Power Industry,Gas,5754015,0.247506972729418
2007,NH,Total Electric Power Industry,Hydroelectric,1265229,0.0544233895114053
2007,NH,Total Electric Power Industry,Nuclear,10763884,0.463004761657837
2007,NH,Total Electric Power Industry,Oil,384795,0.0165518243472456
2007,NH,Total Electric Power Industry,Other,1123272,0.0483171580664491
2007,NH,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,NH,Total Electric Power Industry,Total,23277171,1.00125949061916
2007,NH,Total Electric Power Industry,Wind,0,0
2007,NJ,Total Electric Power Industry,Coal,10210670,0.163562420390695
2007,NJ,Total Electric Power Industry,Gas,18912881,0.302961176193256
2007,NJ,Total Electric Power Industry,Hydroelectric,-248025,-0.00397305654941372
2007,NJ,Total Electric Power Industry,Nuclear,32010376,0.512766995327067
2007,NJ,Total Electric Power Industry,Oil,452771,0.00725283655653503
2007,NJ,Total Electric Power Industry,Other,823166,0.0131861105435125
2007,NJ,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,NJ,Total Electric Power Industry,Total,62671245,1.00391654231292
2007,NJ,Total Electric Power Industry,Wind,20412,0.000326975225427408
2007,NM,Total Electric Power Industry,Coal,27603647,0.76708049359999
2007,NM,Total Electric Power Industry,Gas,6660004,0.18507551396009
2007,NM,Total Electric Power Industry,Hydroelectric,267978,0.00744686731119037
2007,NM,Total Electric Power Industry,Nuclear,0,0
2007,NM,Total Electric Power Industry,Oil,44471,0.00123580904475721
2007,NM,Total Electric Power Industry,Other,15994,0.000444458857724062
2007,NM,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,NM,Total Electric Power Industry,Total,35985333,1
2007,NM,Total Electric Power Industry,Wind,1393239,0.0387168572262483
2007,NV,Total Electric Power Industry,Coal,7090911,0.21704831039957
2007,NV,Total Electric Power Industry,Gas,22267526,0.681594917081669
2007,NV,Total Electric Power Industry,Hydroelectric,2003191,0.0613164122293489
2007,NV,Total Electric Power Industry,Nuclear,0,0
2007,NV,Total Electric Power Industry,Oil,11450,0.000350477273523116
2007,NV,Total Electric Power Industry,Other,1252691,0.0383440808949298
2007,NV,Total Electric Power Industry,Solar Thermal and Photovoltaic,43967,0.0013458021209599
2007,NV,Total Electric Power Industry,Total,32669736,1
2007,NV,Total Electric Power Industry,Wind,0,0
2007,NY,Total Electric Power Industry,Coal,21405542,0.147205611884623
2007,NY,Total Electric Power Industry,Gas,45633631,0.313821839870819
2007,NY,Total Electric Power Industry,Hydroelectric,24484175,0.168377327813759
2007,NY,Total Electric Power Industry,Nuclear,42452854,0.291947681087382
2007,NY,Total Electric Power Industry,Oil,8195109,0.0563576495659946
2007,NY,Total Electric Power Industry,Other,1941607,0.0133524040864962
2007,NY,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,NY,Total Electric Power Industry,Total,145878687,1.00320568293764
2007,NY,Total Electric Power Industry,Wind,833476,0.00573180275328454
2007,OH,Total Electric Power Industry,Coal,133130679,0.858055728724136
2007,OH,Total Electric Power Industry,Gas,4264170,0.0274834885860801
2007,OH,Total Electric Power Industry,Hydroelectric,410436,0.00264534789216105
2007,OH,Total Electric Power Industry,Nuclear,15764049,0.10160267080391
2007,OH,Total Electric Power Industry,Oil,1147746,0.00739746869630412
2007,OH,Total Electric Power Industry,Other,420395,0.00270953577932989
2007,OH,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,OH,Total Electric Power Industry,Total,155155545,1.00001070550061
2007,OH,Total Electric Power Industry,Wind,14748,9.50540174682317E-05
2007,OK,Total Electric Power Industry,Coal,34437937,0.473006609076951
2007,OK,Total Electric Power Industry,Gas,33166385,0.455541785333734
2007,OK,Total Electric Power Industry,Hydroelectric,2900018,0.0398318772823739
2007,OK,Total Electric Power Industry,Nuclear,0,0
2007,OK,Total Electric Power Industry,Oil,160488,0.00220430987714339
2007,OK,Total Electric Power Industry,Other,279854,0.00384380724015556
2007,OK,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,OK,Total Electric Power Industry,Total,72819095,1.0001735354241
2007,OK,Total Electric Power Industry,Wind,1849144,0.0253980757655428
2007,OR,Total Electric Power Industry,Coal,4351624,0.0790362957601936
2007,OR,Total Electric Power Industry,Gas,14857668,0.269852138501572
2007,OR,Total Electric Power Industry,Hydroelectric,33587439,0.610031280880761
2007,OR,Total Electric Power Industry,Nuclear,0,0
2007,OR,Total Electric Power Industry,Oil,14287,0.000259487390805338
2007,OR,Total Electric Power Industry,Other,981298,0.0178228079808565
2007,OR,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,OR,Total Electric Power Industry,Total,55077794,1.00034948249275
2007,OR,Total Electric Power Industry,Wind,1246994,0.0226485069930644
2007,PA,Total Electric Power Industry,Coal,122693094,0.54357198772292
2007,PA,Total Electric Power Industry,Gas,19731586,0.0874176131131368
2007,PA,Total Electric Power Industry,Hydroelectric,1513127,0.00670366541630467
2007,PA,Total Electric Power Industry,Nuclear,77376316,0.342803303100309
2007,PA,Total Electric Power Industry,Oil,1484074,0.00657495078009773
2007,PA,Total Electric Power Industry,Other,2076178,0.00919817216710336
2007,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,PA,Total Electric Power Industry,Total,226088340,1.00164796866868
2007,PA,Total Electric Power Industry,Wind,470018,0.0020823390314499
2007,RI,Total Electric Power Industry,Coal,0,0
2007,RI,Total Electric Power Industry,Gas,6856772,0.972613294705528
2007,RI,Total Electric Power Industry,Hydroelectric,4364,0.000619020789679885
2007,RI,Total Electric Power Industry,Nuclear,0,0
2007,RI,Total Electric Power Industry,Oil,33951,0.00481585124436796
2007,RI,Total Electric Power Industry,Other,154757,0.0219518332604239
2007,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,RI,Total Electric Power Industry,Total,7049844,1
2007,RI,Total Electric Power Industry,Wind,0,0
2007,SC,Total Electric Power Industry,Coal,41582670,0.402332628593357
2007,SC,Total Electric Power Industry,Gas,5964573,0.0577101550604365
2007,SC,Total Electric Power Industry,Hydroelectric,345298,0.00334092668864286
2007,SC,Total Electric Power Industry,Nuclear,53199914,0.514735134626048
2007,SC,Total Electric Power Industry,Oil,217287,0.00210235778195976
2007,SC,Total Electric Power Industry,Other,1996034,0.0193126032066174
2007,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,SC,Total Electric Power Industry,Total,103402142,1.00046619404294
2007,SC,Total Electric Power Industry,Wind,0,0
2007,SD,Total Electric Power Industry,Coal,2655334,0.432704993260103
2007,SD,Total Electric Power Industry,Gas,351042,0.0572047155815475
2007,SD,Total Electric Power Industry,Hydroelectric,2917283,0.475391389878943
2007,SD,Total Electric Power Industry,Nuclear,0,0
2007,SD,Total Electric Power Industry,Oil,62902,0.010250314832728
2007,SD,Total Electric Power Industry,Other,0,0
2007,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,SD,Total Electric Power Industry,Total,6136605,1.00000211843968
2007,SD,Total Electric Power Industry,Wind,150018,0.024446468006998
2007,TN,Total Electric Power Industry,Coal,60237330,0.633329502417194
2007,TN,Total Electric Power Industry,Gas,735326,0.00773114694317337
2007,TN,Total Electric Power Industry,Hydroelectric,4235237,0.0445288750651612
2007,TN,Total Electric Power Industry,Nuclear,28700371,0.30175294430578
2007,TN,Total Electric Power Industry,Oil,232098,0.00244025608127096
2007,TN,Total Electric Power Industry,Other,920590,0.00967899484638918
2007,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,TN,Total Electric Power Industry,Total,95113409,1.00001324751899
2007,TN,Total Electric Power Industry,Wind,49937,0.000525032822042534
2007,TX,Total Electric Power Industry,Coal,147278889,0.363606840669455
2007,TX,Total Electric Power Industry,Gas,203132492,0.501500005567216
2007,TX,Total Electric Power Industry,Hydroelectric,1644437,0.00405983876107293
2007,TX,Total Electric Power Industry,Nuclear,40955030,0.101111090455216
2007,TX,Total Electric Power Industry,Oil,1308904,0.00323146413862215
2007,TX,Total Electric Power Industry,Other,1281229,0.00316313921178538
2007,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,TX,Total Electric Power Industry,Total,405492296,1.00109237423949
2007,TX,Total Electric Power Industry,Wind,9006383,0.022235246957146
2007,US-TOTAL,Total Electric Power Industry,Coal,2016455584,0.485819259441797
2007,US-TOTAL,Total Electric Power Industry,Gas,910043145,0.219254264895321
2007,US-TOTAL,Total Electric Power Industry,Hydroelectric,240613622,0.0579703974534202
2007,US-TOTAL,Total Electric Power Industry,Nuclear,806424753,0.194289762396271
2007,US-TOTAL,Total Electric Power Industry,Oil,65738978,0.015838316430986
2007,US-TOTAL,Total Electric Power Industry,Other,70175791,0.0169072659397403
2007,US-TOTAL,Total Electric Power Industry,Solar Thermal and Photovoltaic,611793,0.000147397653858601
2007,US-TOTAL,Total Electric Power Industry,Total,4156744724,1.00147340686592
2007,US-TOTAL,Total Electric Power Industry,Wind,34449927,0.0082999289226913
2007,UT,Total Electric Power Industry,Coal,37170794,0.819277078691822
2007,UT,Total Electric Power Industry,Gas,7424218,0.163636311740106
2007,UT,Total Electric Power Industry,Hydroelectric,538782,0.0118752304029808
2007,UT,Total Electric Power Industry,Nuclear,0,0
2007,UT,Total Electric Power Industry,Oil,39147,0.000862834401642019
2007,UT,Total Electric Power Industry,Other,194955,0.00429698012036988
2007,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,0,0
2007,UT,Total Electric Power Industry,Total,45372575,1.00005156464308
2007,UT,Total Electric Power Industry,Wind,0,0
2007,VA,Total Electric Power Industry,Coal,35420746,0.453402759243297
2007,VA,Total Electric Power Industry,Gas,10903840,0.139574450022804
2007,VA,Total Electric Power Industry,Hydroelectric,-372019,-0.00476202395881024
